종목코드,현재가
138530,12025.0
009180,2765.0
069730,5400.0
005740,5230.0
004840,4025.0
210780,23395.0
0197X0,5500.0
003580,1515.0
0198A0,8585.0
0225V0,11230.0
365040,36315.0
007590,5600.0
163560,5480.0
0080X0,10865.0
000105,66000.0
004770,2125.0
084680,532.0
001260,7620.0
272910,105735.0
228810,3060.0
0022T0,13125.0
010960,3100.0
013360,1382.0
005750,4480.0
475350,14695.0
570120,14820.0
364960,6205.0
550091,36825.0
157490,7900.0
473640,34975.0
520095,29195.0
013870,3825.0
412770,12535.0
441540,26970.0
298340,56380.0
0102A0,9010.0
001020,2030.0
292190,48015.0
0238F0,10205.0
0210E0,7380.0
155660,4445.0
095720,1251.0
014160,655.0
063160,12940.0
338100,3795.0
055490,14780.0
002795,11040.0
211560,34965.0
214330,6720.0
0098Z0,93600.0
084670,24200.0
120115,25250.0
000180,5000.0
0190Y0,8585.0
002720,3285.0
000230,6020.0
465330,11305.0
001560,9080.0
009770,27600.0
031820,5700.0
0113D0,11985.0
007280,2400.0
010660,3125.0
530131,22855.0
011150,1900.0
130730,103115.0
492500,51315.0
0233A0,10560.0
210980,3625.0
228800,2625.0
570100,22405.0
004440,5270.0
530126,33495.0
550084,33450.0
433880,18525.0
458750,12830.0
278620,119115.0
530115,66615.0
530067,33265.0
079980,1923.0
491700,110450.0
610066,55160.0
085310,8920.0
058730,3240.0
002700,955.0
480370,2015.0
019680,1623.0
071090,3230.0
100220,5010.0
024900,1995.0
418670,19080.0
520092,32360.0
453950,31570.0
520087,32300.0
004720,2850.0
261240,14300.0
010040,1560.0
481430,97290.0
277640,37535.0
266420,15900.0
005870,4490.0
0123S0,10195.0
520080,21065.0
017370,3450.0
018500,1349.0
014990,4175.0
520081,62700.0
292770,58120.0
419890,107490.0
140700,20775.0
0000D0,9030.0
068290,6230.0
700022,31105.0
072130,4875.0
0172V0,8715.0
455660,9370.0
016090,1393.0
580010,10280.0
495940,19490.0
760016,61275.0
009200,1470.0
610088,61155.0
306950,76300.0
0181L0,7310.0
0115E0,14020.0
520086,24390.0
760018,10160.0
476750,7510.0
453640,14135.0
700029,60750.0
252400,101245.0
0040S0,23795.0
000220,3840.0
500093,60305.0
580068,60145.0
440640,112795.0
530133,59475.0
004450,27600.0
002760,990.0
0166S0,11290.0
520101,11765.0
372910,2110.0
491220,129645.0
111110,6430.0
275980,23310.0
001465,27000.0
0220WL,2450.0
37550K,27350.0
500071,22955.0
006890,4945.0
003925,30300.0
479730,9675.0
003780,4390.0
075180,2970.0
520057,1801.0
225040,67100.0
396690,1417.0
0194T0,9965.0
000725,52900.0
0141S0,8850.0
129260,1873.0
0226A0,11135.0
003465,3185.0
378850,2930.0
304780,123630.0
455960,12130.0
020760,902.0
520089,11055.0
480310,20855.0
434960,110180.0
520100,11010.0
442560,16405.0
580082,21975.0
001550,10570.0
385590,23835.0
150460,7425.0
092440,1872.0
090080,991.0
401470,9295.0
0041D0,14085.0
025530,3630.0
002630,913.0
092780,4100.0
006980,17470.0
278240,7585.0
0046Y0,12505.0
261220,27915.0
28513K,25350.0
003475,4180.0
002410,1935.0
0113P0,102555.0
011390,50200.0
012690,1449.0
101280,30805.0
123700,3395.0
530113,52930.0
0238P0,10285.0
440910,22865.0
021050,1105.0
011230,2735.0
023810,5240.0
000950,31150.0
0118Z0,8770.0
445150,28120.0
006125,42100.0
0111J0,11915.0
580034,103650.0
006880,4365.0
010770,3520.0
004830,3270.0
0118S0,10995.0
275300,30065.0
261070,11045.0
218420,20700.0
475260,10765.0
007815,17100.0
253150,202410.0
570104,16865.0
0185L0,7270.0
580076,25230.0
360140,22925.0
009190,1145.0
005305,64900.0
530124,50180.0
520072,16700.0
0139P0,13435.0
007460,1998.0
292560,8105.0
002140,1976.0
152500,44770.0
287180,54295.0
011000,2670.0
001620,2180.0
002920,1862.0
114470,107180.0
140950,85995.0
101140,4750.0
580056,23810.0
442260,38400.0
0000Z0,8130.0
461340,43215.0
123310,1114.0
004920,907.0
0178H0,10065.0
453650,18875.0
520102,23490.0
0020H0,21815.0
336160,99970.0
009320,951.0
610061,23415.0
004410,1185.0
007110,603.0
041650,2170.0
256750,15215.0
305050,71325.0
069460,2660.0
473490,30865.0
447430,16215.0
0220B0,10610.0
316670,6925.0
005320,1348.0
0086B0,9400.0
000910,2935.0
473590,19470.0
004540,1225.0
357250,1825.0
520056,22805.0
200030,40380.0
35320K,21650.0
442090,30205.0
005030,486.0
008420,2195.0
429760,19560.0
0132H0,7690.0
371470,8515.0
0197W0,9865.0
074610,5110.0
475270,10745.0
014910,2045.0
375770,24810.0
002870,1277.0
084870,2180.0
196030,89110.0
276990,25060.0
0207G0,7450.0
520078,14765.0
003080,2210.0
004910,3450.0
0141T0,50165.0
017180,1299.0
520099,3390.0
440650,11595.0
610078,36670.0
026940,2200.0
004060,2170.0
472830,7885.0
520091,10890.0
023350,3955.0
520074,14425.0
0186S0,8320.0
0089C0,11385.0
000215,25650.0
0189B0,8350.0
570118,10730.0
238720,47370.0
009835,16750.0
481850,980.0
487130,29315.0
700027,42070.0
0191M0,100815.0
610038,4165.0
019490,541.0
520073,41330.0
0112X0,41290.0
011330,4120.0
446070,3890.0
494840,12300.0
139320,18305.0
100910,17125.0
550041,58685.0
472840,108755.0
0192L0,10145.0
428510,23835.0
448570,30005.0
500095,6750.0
401170,10380.0
183700,96255.0
017040,932.0
570103,4025.0
322410,22890.0
0007G0,13125.0
027740,1260.0
610101,39860.0
023960,1045.0
008870,39700.0
011300,2295.0
476260,12705.0
520082,13115.0
570119,39295.0
009810,1920.0
530143,39055.0
139280,12165.0
491830,22245.0
580081,38845.0
0194M0,10715.0
275280,43095.0
011420,1395.0
570117,1743.0
134790,19100.0
047400,905.0
0100K0,6415.0
145270,783.0
449690,50070.0
352540,10975.0
000890,1341.0
133820,996.0
195930,23050.0
580077,12225.0
464470,47700.0
570082,1822.0
147970,79075.0
049800,1813.0
0222D0,10355.0
500094,1723.0
452250,4665.0
012280,3650.0
365000,3560.0
276970,7625.0
570102,17830.0
000760,12730.0
400970,7115.0
450910,13560.0
474800,16095.0
760005,35285.0
520077,14100.0
010640,2110.0
520079,35095.0
276650,46750.0
009140,22300.0
570029,7005.0
104530,17045.0
0154F0,12215.0
0023B0,16570.0
407830,14495.0
469050,31545.0
0085N0,9630.0
051630,1635.0
0234N0,10185.0
520075,34485.0
241390,15665.0
760024,7650.0
491090,18510.0
0184E0,11045.0
004365,9270.0
008250,3120.0
530117,33885.0
510045,22570.0
500085,33840.0
0089B0,11260.0
610007,6750.0
385520,15655.0
143210,1199.0
006370,3100.0
449780,18630.0
261250,15965.0
013000,1166.0
005820,14560.0
099140,20865.0
0083S0,11890.0
500040,33040.0
138910,9995.0
012160,2110.0
580069,1781.0
475070,29945.0
0138T0,9395.0
498860,16405.0
459560,21870.0
570127,32780.0
380340,27285.0
002880,3490.0
105780,16310.0
570069,32560.0
465350,16235.0
117460,13640.0
009460,2625.0
090370,1186.0
122260,104240.0
174360,22885.0
0204S0,7090.0
322400,9600.0
530118,10530.0
117680,12835.0
001070,5930.0
352560,11855.0
139270,17055.0
0218J0,9335.0
275290,34735.0
395290,4920.0
0150K0,11145.0
156080,52005.0
256440,5115.0
245350,19495.0
014130,2630.0
465660,23895.0
010400,4075.0
530148,31045.0
459750,17735.0
520096,12400.0
476690,10305.0
261140,24060.0
415920,6550.0
025750,1908.0
426150,51035.0
024070,1999.0
036420,1587.0
227540,18410.0
395170,15190.0
248270,26180.0
069640,1397.0
468630,10785.0
153270,83950.0
003535,6290.0
494410,14375.0
0155N0,7715.0
496770,16700.0
033250,4695.0
570072,30025.0
450190,50010.0
217770,1068.0
469790,42755.0
088790,2400.0
006740,5020.0
446690,59690.0
266360,9325.0
